State/UT,Year,Mode,Total
Punjab,2001,Two Wheeler,237
Punjab,2002,Bicycle,239
Punjab,2002,Bus,245
Punjab,2002,Car,235
Punjab,2002,Jeep,121
Punjab,2002,Other Motor Vehicles,147
Punjab,2002,Others,83
Punjab,2002,Pedestrian,71
Punjab,2002,Three Wheeler,140
Punjab,2002,Truck/Lorry,324
Punjab,2002,Two Wheeler,3
Punjab,2003,Bicycle,55
Punjab,2003,Bus,214
Punjab,2003,Car,221
Punjab,2003,Jeep,98
Punjab,2003,Other Motor Vehicles,126
Punjab,2003,Others,83
Punjab,2003,Pedestrian,40
Punjab,2003,Three Wheeler,57
Punjab,2003,Truck/Lorry,393
Punjab,2003,Two Wheeler,270
Punjab,2004,Bicycle,94
Punjab,2004,Bus,228
Punjab,2004,Car,265
Punjab,2004,Jeep,88
Punjab,2004,Other Motor Vehicles,158
Punjab,2004,Others,150
Punjab,2004,Pedestrian,71
Punjab,2004,Three Wheeler,39
Punjab,2004,Truck/Lorry,355
Punjab,2004,Two Wheeler,407
Punjab,2005,Bicycle,414
Punjab,2005,Bus,215
Punjab,2005,Car,286
Punjab,2005,Jeep,84
Punjab,2005,Other Motor Vehicles,156
Punjab,2005,Others,93
Punjab,2005,Pedestrian,0
Punjab,2005,Three Wheeler,53
Punjab,2005,Truck/Lorry,321
Punjab,2005,Two Wheeler,0
Punjab,2006,Bicycle,81
Punjab,2006,Bus,200
Punjab,2006,Car,311
Punjab,2006,Jeep,101
Punjab,2006,Other Motor Vehicles,112
Punjab,2006,Others,262
Punjab,2006,Pedestrian,76
Punjab,2006,Three Wheeler,52
Punjab,2006,Truck/Lorry,380
Punjab,2006,Two Wheeler,473
Punjab,2007,Bicycle,93
Punjab,2007,Bus,238
Punjab,2007,Car,347
Punjab,2007,Jeep,106
Punjab,2007,Other Motor Vehicles,136
Punjab,2007,Others,230
Punjab,2007,Pedestrian,113
Punjab,2007,Three Wheeler,43
Punjab,2007,Truck/Lorry,366
Punjab,2007,Two Wheeler,483
Punjab,2008,Bicycle,86
Punjab,2008,Bus,210
Punjab,2008,Car,293
Punjab,2008,Jeep,92
Punjab,2008,Other Motor Vehicles,90
Punjab,2008,Others,274
Punjab,2008,Pedestrian,131
Punjab,2008,Three Wheeler,55
Punjab,2008,Truck/Lorry,337
Punjab,2008,Two Wheeler,487
Punjab,2009,Bicycle,85
Punjab,2009,Bus,217
Punjab,2009,Car,399
Punjab,2009,Jeep,129
Punjab,2009,Other Motor Vehicles,122
Punjab,2009,Others,244
Punjab,2009,Pedestrian,156
Punjab,2009,Three Wheeler,45
Punjab,2009,Truck/Lorry,388
Punjab,2009,Two Wheeler,607
Punjab,2010,Bicycle,69
Punjab,2010,Bus,196
Punjab,2010,Car,370
Punjab,2010,Jeep,102
Punjab,2010,Other Motor Vehicles,149
Punjab,2010,Others,334
Punjab,2010,Pedestrian,78
Punjab,2010,Three Wheeler,63
Punjab,2010,Truck/Lorry,272
Punjab,2010,Two Wheeler,500
Punjab,2011,Bicycle,154
Punjab,2011,Bus,441
Punjab,2011,Car,817
Punjab,2011,Jeep,318
Punjab,2011,Other Motor Vehicles,299
Punjab,2011,Others,542
Punjab,2011,Pedestrian,242
Punjab,2011,Three Wheeler,70
Punjab,2011,Truck/Lorry,838
Punjab,2011,Two Wheeler,1176
Punjab,2012,Bicycle,143
Punjab,2012,Bus,382
Punjab,2012,Car,777
Punjab,2012,Jeep,279
Punjab,2012,Other Motor Vehicles,311
Punjab,2012,Others,606
Punjab,2012,Pedestrian,252
Punjab,2012,Three Wheeler,98
Punjab,2012,Truck/Lorry,798
Punjab,2012,Two Wheeler,1149
Punjab,2013,Bicycle,101
Punjab,2013,Bus,472
Punjab,2013,Car,864
Punjab,2013,Jeep,221
Punjab,2013,Other Motor Vehicles,290
Punjab,2013,Others,688
Punjab,2013,Pedestrian,132
Punjab,2013,Three Wheeler,96
Punjab,2013,Truck/Lorry,841
Punjab,2013,Two Wheeler,883
Punjab,2014,Bicycle,93
Punjab,2014,Bus,498
Punjab,2014,Car,1136
Punjab,2014,Jeep,149
Punjab,2014,Other Motor Vehicles,256
Punjab,2014,Others,134
Punjab,2014,Pedestrian,188
Punjab,2014,Three Wheeler,103
Punjab,2014,Truck/Lorry,927
Punjab,2014,Two Wheeler,1137
Rajasthan,2001,Bicycle,116
Rajasthan,2001,Bus,574
Rajasthan,2001,Car,252
Rajasthan,2001,Jeep,1238
Rajasthan,2001,Other Motor Vehicles,104
Rajasthan,2001,Others,461
Rajasthan,2001,Pedestrian,449
Rajasthan,2001,Three Wheeler,74
Rajasthan,2001,Truck/Lorry,1385
Rajasthan,2001,Two Wheeler,534
Rajasthan,2002,Bicycle,144
Rajasthan,2002,Bus,646
Rajasthan,2002,Car,225
Rajasthan,2002,Jeep,1107
Rajasthan,2002,Other Motor Vehicles,80
Rajasthan,2002,Others,589
Rajasthan,2002,Pedestrian,475
Rajasthan,2002,Three Wheeler,77
Rajasthan,2002,Truck/Lorry,1524
Rajasthan,2002,Two Wheeler,668
Rajasthan,2003,Bicycle,120
Rajasthan,2003,Bus,599
Rajasthan,2003,Car,267
Rajasthan,2003,Jeep,1135
Rajasthan,2003,Other Motor Vehicles,95
Rajasthan,2003,Others,765
Rajasthan,2003,Pedestrian,549
Rajasthan,2003,Three Wheeler,120
Rajasthan,2003,Truck/Lorry,1657
Rajasthan,2003,Two Wheeler,718
Rajasthan,2004,Bicycle,215
Rajasthan,2004,Bus,506
Rajasthan,2004,Car,369
Rajasthan,2004,Jeep,1159
Rajasthan,2004,Other Motor Vehicles,146
Rajasthan,2004,Others,779
Rajasthan,2004,Pedestrian,578
Rajasthan,2004,Three Wheeler,138
Rajasthan,2004,Truck/Lorry,1578
Rajasthan,2004,Two Wheeler,1009
Rajasthan,2005,Bicycle,83
Rajasthan,2005,Bus,591
Rajasthan,2005,Car,321
Rajasthan,2005,Jeep,1178
Rajasthan,2005,Other Motor Vehicles,132
Rajasthan,2005,Others,1008
Rajasthan,2005,Pedestrian,548
Rajasthan,2005,Three Wheeler,142
Rajasthan,2005,Truck/Lorry,1837
Rajasthan,2005,Two Wheeler,953
Rajasthan,2006,Bicycle,120
Rajasthan,2006,Bus,619
Rajasthan,2006,Car,370
Rajasthan,2006,Jeep,1378
Rajasthan,2006,Other Motor Vehicles,34
Rajasthan,2006,Others,936
Rajasthan,2006,Pedestrian,785
Rajasthan,2006,Three Wheeler,212
Rajasthan,2006,Truck/Lorry,1591
Rajasthan,2006,Two Wheeler,1109
Rajasthan,2007,Bicycle,112
Rajasthan,2007,Bus,578
Rajasthan,2007,Car,399
Rajasthan,2007,Jeep,1323
Rajasthan,2007,Other Motor Vehicles,253
Rajasthan,2007,Others,1415
Rajasthan,2007,Pedestrian,745
Rajasthan,2007,Three Wheeler,182
Rajasthan,2007,Truck/Lorry,1722
Rajasthan,2007,Two Wheeler,1416
Rajasthan,2008,Bicycle,105
Rajasthan,2008,Bus,756
Rajasthan,2008,Car,541
Rajasthan,2008,Jeep,1271
Rajasthan,2008,Other Motor Vehicles,308
Rajasthan,2008,Others,1234
Rajasthan,2008,Pedestrian,687
Rajasthan,2008,Three Wheeler,202
Rajasthan,2008,Truck/Lorry,1631
Rajasthan,2008,Two Wheeler,1653
Rajasthan,2009,Bicycle,103
Rajasthan,2009,Bus,720
Rajasthan,2009,Car,504
Rajasthan,2009,Jeep,1390
Rajasthan,2009,Other Motor Vehicles,194
Rajasthan,2009,Others,1714
Rajasthan,2009,Pedestrian,615
Rajasthan,2009,Three Wheeler,290
Rajasthan,2009,Truck/Lorry,1841
Rajasthan,2009,Two Wheeler,1674
Rajasthan,2010,Bicycle,132
Rajasthan,2010,Bus,757
Rajasthan,2010,Car,647
Rajasthan,2010,Jeep,1312
Rajasthan,2010,Other Motor Vehicles,314
Rajasthan,2010,Others,1257
Rajasthan,2010,Pedestrian,892
Rajasthan,2010,Three Wheeler,223
Rajasthan,2010,Truck/Lorry,1636
Rajasthan,2010,Two Wheeler,1993
Rajasthan,2011,Bicycle,133
Rajasthan,2011,Bus,716
Rajasthan,2011,Car,752
Rajasthan,2011,Jeep,1411
Rajasthan,2011,Other Motor Vehicles,264
Rajasthan,2011,Others,1184
Rajasthan,2011,Pedestrian,926
Rajasthan,2011,Three Wheeler,233
Rajasthan,2011,Truck/Lorry,1616
Rajasthan,2011,Two Wheeler,1997
Rajasthan,2012,Bicycle,119
Rajasthan,2012,Bus,825
Rajasthan,2012,Car,791
Rajasthan,2012,Jeep,1351
Rajasthan,2012,Other Motor Vehicles,190
Rajasthan,2012,Others,1276
Rajasthan,2012,Pedestrian,1082
Rajasthan,2012,Three Wheeler,182
Rajasthan,2012,Truck/Lorry,1516
Rajasthan,2012,Two Wheeler,2196
Rajasthan,2013,Bicycle,100
Rajasthan,2013,Bus,683
Rajasthan,2013,Car,964
Rajasthan,2013,Jeep,1296
Rajasthan,2013,Other Motor Vehicles,266
Rajasthan,2013,Others,1095
Rajasthan,2013,Pedestrian,1066
Rajasthan,2013,Three Wheeler,126
Rajasthan,2013,Truck/Lorry,1640
Rajasthan,2013,Two Wheeler,2488
Rajasthan,2014,Bicycle,106
Rajasthan,2014,Bus,783
Rajasthan,2014,Car,1320
Rajasthan,2014,Jeep,1015
Rajasthan,2014,Other Motor Vehicles,1199
Rajasthan,2014,Others,84
Rajasthan,2014,Pedestrian,440
Rajasthan,2014,Three Wheeler,246
Rajasthan,2014,Truck/Lorry,2774
Rajasthan,2014,Two Wheeler,2320
Sikkim,2001,Bicycle,0
Sikkim,2001,Bus,0
Sikkim,2001,Car,3
Sikkim,2001,Jeep,33
Sikkim,2001,Other Motor Vehicles,1
Sikkim,2001,Others,0
Sikkim,2001,Pedestrian,0
Sikkim,2001,Three Wheeler,0
Sikkim,2001,Truck/Lorry,7
Sikkim,2001,Two Wheeler,1
Sikkim,2002,Bicycle,0
Sikkim,2002,Bus,0
Sikkim,2002,Car,0
Sikkim,2002,Jeep,34
Sikkim,2002,Other Motor Vehicles,3
Sikkim,2002,Others,6
Sikkim,2002,Pedestrian,3
Sikkim,2002,Three Wheeler,0
Sikkim,2002,Truck/Lorry,7
Sikkim,2002,Two Wheeler,2
Sikkim,2003,Bicycle,0
Sikkim,2003,Bus,0
Sikkim,2003,Car,2
Sikkim,2003,Jeep,29
Sikkim,2003,Other Motor Vehicles,0
Sikkim,2003,Others,0
Sikkim,2003,Pedestrian,2
Sikkim,2003,Three Wheeler,0
Sikkim,2003,Truck/Lorry,5
Sikkim,2003,Two Wheeler,2
Sikkim,2004,Bicycle,0
Sikkim,2004,Bus,0
Sikkim,2004,Car,0
Sikkim,2004,Jeep,43
Sikkim,2004,Other Motor Vehicles,2
Sikkim,2004,Others,0
Sikkim,2004,Pedestrian,0
Sikkim,2004,Three Wheeler,0
Sikkim,2004,Truck/Lorry,3
Sikkim,2004,Two Wheeler,3
Sikkim,2005,Bicycle,0
Sikkim,2005,Bus,0
Sikkim,2005,Car,2
Sikkim,2005,Jeep,50
Sikkim,2005,Other Motor Vehicles,2
Sikkim,2005,Others,1
Sikkim,2005,Pedestrian,2
Sikkim,2005,Three Wheeler,0
Sikkim,2005,Truck/Lorry,19
Sikkim,2005,Two Wheeler,1
Sikkim,2006,Bicycle,0
Sikkim,2006,Bus,32
Sikkim,2006,Car,6
Sikkim,2006,Jeep,28
Sikkim,2006,Other Motor Vehicles,0
Sikkim,2006,Others,0
Sikkim,2006,Pedestrian,0
Sikkim,2006,Three Wheeler,0
Sikkim,2006,Truck/Lorry,22
Sikkim,2006,Two Wheeler,0
Sikkim,2007,Bicycle,0
Sikkim,2007,Bus,13
Sikkim,2007,Car,6
Sikkim,2007,Jeep,14
Sikkim,2007,Other Motor Vehicles,0
Sikkim,2007,Others,7
Sikkim,2007,Pedestrian,0
Sikkim,2007,Three Wheeler,0
Sikkim,2007,Truck/Lorry,10
Sikkim,2007,Two Wheeler,2
Sikkim,2008,Bicycle,0
Sikkim,2008,Bus,0
Sikkim,2008,Car,0
Sikkim,2008,Jeep,0
Sikkim,2008,Other Motor Vehicles,0
Sikkim,2008,Others,68
Sikkim,2008,Pedestrian,0
Sikkim,2008,Three Wheeler,0
Sikkim,2008,Truck/Lorry,10
Sikkim,2008,Two Wheeler,1
Sikkim,2009,Bicycle,0
Sikkim,2009,Bus,0
Sikkim,2009,Car,2
Sikkim,2009,Jeep,82
Sikkim,2009,Other Motor Vehicles,0
Sikkim,2009,Others,1
Sikkim,2009,Pedestrian,1
Sikkim,2009,Three Wheeler,0
Sikkim,2009,Truck/Lorry,1
Sikkim,2009,Two Wheeler,0
Sikkim,2010,Bicycle,0
Sikkim,2010,Bus,0
Sikkim,2010,Car,5
Sikkim,2010,Jeep,66
Sikkim,2010,Other Motor Vehicles,0
Sikkim,2010,Others,0
Sikkim,2010,Pedestrian,0
Sikkim,2010,Three Wheeler,0
Sikkim,2010,Truck/Lorry,0
Sikkim,2010,Two Wheeler,0
Sikkim,2011,Bicycle,0
Sikkim,2011,Bus,0
Sikkim,2011,Car,5
Sikkim,2011,Jeep,97
Sikkim,2011,Other Motor Vehicles,0
Sikkim,2011,Others,0
Sikkim,2011,Pedestrian,0
Sikkim,2011,Three Wheeler,0
Sikkim,2011,Truck/Lorry,4
Sikkim,2011,Two Wheeler,0
Sikkim,2012,Bicycle,1
Sikkim,2012,Bus,0
Sikkim,2012,Car,2
Sikkim,2012,Jeep,25
Sikkim,2012,Other Motor Vehicles,2
Sikkim,2012,Others,0
Sikkim,2012,Pedestrian,0
Sikkim,2012,Three Wheeler,0
Sikkim,2012,Truck/Lorry,13
Sikkim,2012,Two Wheeler,1
Sikkim,2013,Bicycle,0
Sikkim,2013,Bus,0
Sikkim,2013,Car,13
Sikkim,2013,Jeep,33
Sikkim,2013,Other Motor Vehicles,0
Sikkim,2013,Others,12
Sikkim,2013,Pedestrian,2
Sikkim,2013,Three Wheeler,0
Sikkim,2013,Truck/Lorry,4
Sikkim,2013,Two Wheeler,4
Sikkim,2014,Bicycle,0
Sikkim,2014,Bus,0
Sikkim,2014,Car,38
Sikkim,2014,Jeep,0
Sikkim,2014,Other Motor Vehicles,6
Sikkim,2014,Others,0
Sikkim,2014,Pedestrian,0
Sikkim,2014,Three Wheeler,0
Sikkim,2014,Truck/Lorry,14
Sikkim,2014,Two Wheeler,4
Tamil Nadu,2001,Bicycle,112
Tamil Nadu,2001,Bus,2245
Tamil Nadu,2001,Car,712
Tamil Nadu,2001,Jeep,243
Tamil Nadu,2001,Other Motor Vehicles,1103
Tamil Nadu,2001,Others,524
Tamil Nadu,2001,Pedestrian,180
Tamil Nadu,2001,Three Wheeler,201
Tamil Nadu,2001,Truck/Lorry,3206
Tamil Nadu,2001,Two Wheeler,1045
Tamil Nadu,2002,Bicycle,183
Tamil Nadu,2002,Bus,2334
Tamil Nadu,2002,Car,963
Tamil Nadu,2002,Jeep,176
Tamil Nadu,2002,Other Motor Vehicles,1009
Tamil Nadu,2002,Others,312
Tamil Nadu,2002,Pedestrian,427
Tamil Nadu,2002,Three Wheeler,253
Tamil Nadu,2002,Truck/Lorry,3098
Tamil Nadu,2002,Two Wheeler,1184
Tamil Nadu,2003,Bicycle,94
Tamil Nadu,2003,Bus,2047
Tamil Nadu,2003,Car,956
Tamil Nadu,2003,Jeep,169
Tamil Nadu,2003,Other Motor Vehicles,907
Tamil Nadu,2003,Others,211
Tamil Nadu,2003,Pedestrian,484
Tamil Nadu,2003,Three Wheeler,317
Tamil Nadu,2003,Truck/Lorry,2872
Tamil Nadu,2003,Two Wheeler,1218
Tamil Nadu,2004,Bicycle,163
Tamil Nadu,2004,Bus,1933
Tamil Nadu,2004,Car,1060
Tamil Nadu,2004,Jeep,112
Tamil Nadu,2004,Other Motor Vehicles,979
Tamil Nadu,2004,Others,382
Tamil Nadu,2004,Pedestrian,366
Tamil Nadu,2004,Three Wheeler,360
Tamil Nadu,2004,Truck/Lorry,2728
Tamil Nadu,2004,Two Wheeler,1424
Tamil Nadu,2005,Bicycle,346
Tamil Nadu,2005,Bus,3008
Tamil Nadu,2005,Car,1675
Tamil Nadu,2005,Jeep,101
Tamil Nadu,2005,Other Motor Vehicles,1554
Tamil Nadu,2005,Others,375
Tamil Nadu,2005,Pedestrian,909
Tamil Nadu,2005,Three Wheeler,546
Tamil Nadu,2005,Truck/Lorry,3119
Tamil Nadu,2005,Two Wheeler,2328
Tamil Nadu,2006,Bicycle,348
Tamil Nadu,2006,Bus,2338
Tamil Nadu,2006,Car,2110
Tamil Nadu,2006,Jeep,178
Tamil Nadu,2006,Other Motor Vehicles,326
Tamil Nadu,2006,Others,0
Tamil Nadu,2006,Pedestrian,379
Tamil Nadu,2006,Three Wheeler,554
Tamil Nadu,2006,Truck/Lorry,2604
Tamil Nadu,2006,Two Wheeler,2172
Tamil Nadu,2007,Bicycle,372
Tamil Nadu,2007,Bus,2561
Tamil Nadu,2007,Car,2276
Tamil Nadu,2007,Jeep,190
Tamil Nadu,2007,Other Motor Vehicles,408
Tamil Nadu,2007,Others,0
Tamil Nadu,2007,Pedestrian,434
Tamil Nadu,2007,Three Wheeler,621
Tamil Nadu,2007,Truck/Lorry,2794
Tamil Nadu,2007,Two Wheeler,2380
Tamil Nadu,2008,Bicycle,811
Tamil Nadu,2008,Bus,2476
Tamil Nadu,2008,Car,2054
Tamil Nadu,2008,Jeep,229
Tamil Nadu,2008,Other Motor Vehicles,434
Tamil Nadu,2008,Others,0
Tamil Nadu,2008,Pedestrian,662
Tamil Nadu,2008,Three Wheeler,538
Tamil Nadu,2008,Truck/Lorry,2925
Tamil Nadu,2008,Two Wheeler,2655
Tamil Nadu,2009,Bicycle,351
Tamil Nadu,2009,Bus,2526
Tamil Nadu,2009,Car,2766
Tamil Nadu,2009,Jeep,209
Tamil Nadu,2009,Other Motor Vehicles,782
Tamil Nadu,2009,Others,143
Tamil Nadu,2009,Pedestrian,178
Tamil Nadu,2009,Three Wheeler,498
Tamil Nadu,2009,Truck/Lorry,3042
Tamil Nadu,2009,Two Wheeler,3251
Tamil Nadu,2010,Bicycle,287
Tamil Nadu,2010,Bus,2553
Tamil Nadu,2010,Car,1958
Tamil Nadu,2010,Jeep,197
Tamil Nadu,2010,Other Motor Vehicles,1496
Tamil Nadu,2010,Others,411
Tamil Nadu,2010,Pedestrian,1093
Tamil Nadu,2010,Three Wheeler,474
Tamil Nadu,2010,Truck/Lorry,3105
Tamil Nadu,2010,Two Wheeler,3835
Tamil Nadu,2011,Bicycle,341
Tamil Nadu,2011,Bus,2316
Tamil Nadu,2011,Car,2113
Tamil Nadu,2011,Jeep,280
Tamil Nadu,2011,Other Motor Vehicles,1224
Tamil Nadu,2011,Others,699
Tamil Nadu,2011,Pedestrian,1048
Tamil Nadu,2011,Three Wheeler,431
Tamil Nadu,2011,Truck/Lorry,3108
Tamil Nadu,2011,Two Wheeler,3862
Tamil Nadu,2012,Bicycle,559
Tamil Nadu,2012,Bus,2196
Tamil Nadu,2012,Car,2531
Tamil Nadu,2012,Jeep,324
Tamil Nadu,2012,Other Motor Vehicles,1055
Tamil Nadu,2012,Others,893
Tamil Nadu,2012,Pedestrian,734
Tamil Nadu,2012,Three Wheeler,390
Tamil Nadu,2012,Truck/Lorry,3027
Tamil Nadu,2012,Two Wheeler,4466
Tamil Nadu,2013,Bicycle,348
Tamil Nadu,2013,Bus,2059
Tamil Nadu,2013,Car,2403
Tamil Nadu,2013,Jeep,206
Tamil Nadu,2013,Other Motor Vehicles,1099
Tamil Nadu,2013,Others,952
Tamil Nadu,2013,Pedestrian,729
Tamil Nadu,2013,Three Wheeler,415
Tamil Nadu,2013,Truck/Lorry,2885
Tamil Nadu,2013,Two Wheeler,4467
Tamil Nadu,2014,Bicycle,54
Tamil Nadu,2014,Bus,1983
Tamil Nadu,2014,Car,3121
Tamil Nadu,2014,Jeep,254
Tamil Nadu,2014,Other Motor Vehicles,542
Tamil Nadu,2014,Others,338
Tamil Nadu,2014,Pedestrian,275
Tamil Nadu,2014,Three Wheeler,313
Tamil Nadu,2014,Truck/Lorry,2924
Tamil Nadu,2014,Two Wheeler,5386
Telangana,2014,Bicycle,24
Telangana,2014,Bus,643
Telangana,2014,Car,931
Telangana,2014,Jeep,225
Telangana,2014,Other Motor Vehicles,840
Telangana,2014,Others,300
Telangana,2014,Pedestrian,96
Telangana,2014,Three Wheeler,632
Telangana,2014,Truck/Lorry,1717
Telangana,2014,Two Wheeler,1498
Tripura,2001,Bicycle,0
Tripura,2001,Bus,20
Tripura,2001,Car,0
Tripura,2001,Jeep,97
Tripura,2001,Other Motor Vehicles,3
Tripura,2001,Others,0
Tripura,2001,Pedestrian,0
Tripura,2001,Three Wheeler,11
Tripura,2001,Truck/Lorry,40
Tripura,2001,Two Wheeler,4
Tripura,2002,Bicycle,4
Tripura,2002,Bus,21
Tripura,2002,Car,4
Tripura,2002,Jeep,49
Tripura,2002,Other Motor Vehicles,5
Tripura,2002,Others,10
Tripura,2002,Pedestrian,18
Tripura,2002,Three Wheeler,6
Tripura,2002,Truck/Lorry,33
Tripura,2002,Two Wheeler,7
Tripura,2003,Bicycle,0
Tripura,2003,Bus,20
Tripura,2003,Car,25
Tripura,2003,Jeep,25
Tripura,2003,Other Motor Vehicles,0
Tripura,2003,Others,45
Tripura,2003,Pedestrian,0
Tripura,2003,Three Wheeler,0
Tripura,2003,Truck/Lorry,25
Tripura,2003,Two Wheeler,28
Tripura,2004,Bicycle,1
Tripura,2004,Bus,18
Tripura,2004,Car,9
Tripura,2004,Jeep,63
Tripura,2004,Other Motor Vehicles,18
Tripura,2004,Others,37
Tripura,2004,Pedestrian,0
Tripura,2004,Three Wheeler,3
Tripura,2004,Truck/Lorry,28
Tripura,2004,Two Wheeler,2
Tripura,2005,Bicycle,2
Tripura,2005,Bus,21
Tripura,2005,Car,9
Tripura,2005,Jeep,48
Tripura,2005,Other Motor Vehicles,12
Tripura,2005,Others,49
Tripura,2005,Pedestrian,0
Tripura,2005,Three Wheeler,13
Tripura,2005,Truck/Lorry,41
Tripura,2005,Two Wheeler,9
Tripura,2006,Bicycle,1
Tripura,2006,Bus,2
Tripura,2006,Car,5
Tripura,2006,Jeep,74
Tripura,2006,Other Motor Vehicles,0
Tripura,2006,Others,22
Tripura,2006,Pedestrian,7
Tripura,2006,Three Wheeler,48
Tripura,2006,Truck/Lorry,27
Tripura,2006,Two Wheeler,10
Tripura,2007,Bicycle,0
Tripura,2007,Bus,30
Tripura,2007,Car,22
Tripura,2007,Jeep,52
Tripura,2007,Other Motor Vehicles,3
Tripura,2007,Others,19
Tripura,2007,Pedestrian,14
Tripura,2007,Three Wheeler,20
Tripura,2007,Truck/Lorry,43
Tripura,2007,Two Wheeler,20
Tripura,2008,Bicycle,0
Tripura,2008,Bus,10
Tripura,2008,Car,6
Tripura,2008,Jeep,53
Tripura,2008,Other Motor Vehicles,6
Tripura,2008,Others,27
Tripura,2008,Pedestrian,10
Tripura,2008,Three Wheeler,23
Tripura,2008,Truck/Lorry,61
Tripura,2008,Two Wheeler,25
Tripura,2009,Bicycle,8
Tripura,2009,Bus,14
Tripura,2009,Car,19
Tripura,2009,Jeep,28
Tripura,2009,Other Motor Vehicles,18
Tripura,2009,Others,1
Tripura,2009,Pedestrian,59
Tripura,2009,Three Wheeler,18
Tripura,2009,Truck/Lorry,32
Tripura,2009,Two Wheeler,32
Tripura,2010,Bicycle,9
Tripura,2010,Bus,17
Tripura,2010,Car,11
Tripura,2010,Jeep,55
Tripura,2010,Other Motor Vehicles,26
Tripura,2010,Others,10
Tripura,2010,Pedestrian,10
Tripura,2010,Three Wheeler,7
Tripura,2010,Truck/Lorry,48
Tripura,2010,Two Wheeler,43
Tripura,2011,Bicycle,6
Tripura,2011,Bus,23
Tripura,2011,Car,15
Tripura,2011,Jeep,45
Tripura,2011,Other Motor Vehicles,23
Tripura,2011,Others,8
Tripura,2011,Pedestrian,13
Tripura,2011,Three Wheeler,16
Tripura,2011,Truck/Lorry,49
Tripura,2011,Two Wheeler,47
Tripura,2012,Bicycle,3
Tripura,2012,Bus,17
Tripura,2012,Car,15
Tripura,2012,Jeep,50
Tripura,2012,Other Motor Vehicles,9
Tripura,2012,Others,86
Tripura,2012,Pedestrian,25
Tripura,2012,Three Wheeler,21
Tripura,2012,Truck/Lorry,0
Tripura,2012,Two Wheeler,46
Tripura,2013,Bicycle,0
Tripura,2013,Bus,28
Tripura,2013,Car,24
Tripura,2013,Jeep,36
Tripura,2013,Other Motor Vehicles,12
Tripura,2013,Others,18
Tripura,2013,Pedestrian,0
Tripura,2013,Three Wheeler,35
Tripura,2013,Truck/Lorry,35
Tripura,2013,Two Wheeler,38
Tripura,2014,Bicycle,1
Tripura,2014,Bus,10
Tripura,2014,Car,19
Tripura,2014,Jeep,29
Tripura,2014,Other Motor Vehicles,21
Tripura,2014,Others,6
Tripura,2014,Pedestrian,11
Tripura,2014,Three Wheeler,17
Tripura,2014,Truck/Lorry,37
Tripura,2014,Two Wheeler,37
Uttar Pradesh,2001,Bicycle,403
Uttar Pradesh,2001,Bus,1262
Uttar Pradesh,2001,Car,692
Uttar Pradesh,2001,Jeep,1448
Uttar Pradesh,2001,Other Motor Vehicles,759
Uttar Pradesh,2001,Others,330
Uttar Pradesh,2001,Pedestrian,960
Uttar Pradesh,2001,Three Wheeler,439
Uttar Pradesh,2001,Truck/Lorry,2140
Uttar Pradesh,2001,Two Wheeler,763
Uttar Pradesh,2002,Bicycle,438
Uttar Pradesh,2002,Bus,1147
Uttar Pradesh,2002,Car,697
Uttar Pradesh,2002,Jeep,1425
Uttar Pradesh,2002,Other Motor Vehicles,786
Uttar Pradesh,2002,Others,365
Uttar Pradesh,2002,Pedestrian,768
Uttar Pradesh,2002,Three Wheeler,355
Uttar Pradesh,2002,Truck/Lorry,2425
Uttar Pradesh,2002,Two Wheeler,1039
Uttar Pradesh,2003,Bicycle,509
Uttar Pradesh,2003,Bus,958
Uttar Pradesh,2003,Car,472
Uttar Pradesh,2003,Jeep,1180
Uttar Pradesh,2003,Other Motor Vehicles,564
Uttar Pradesh,2003,Others,279
Uttar Pradesh,2003,Pedestrian,721
Uttar Pradesh,2003,Three Wheeler,348
Uttar Pradesh,2003,Truck/Lorry,1678
Uttar Pradesh,2003,Two Wheeler,1228
Uttar Pradesh,2004,Bicycle,680
Uttar Pradesh,2004,Bus,985
Uttar Pradesh,2004,Car,642
Uttar Pradesh,2004,Jeep,1370
Uttar Pradesh,2004,Other Motor Vehicles,879
Uttar Pradesh,2004,Others,275
Uttar Pradesh,2004,Pedestrian,876
Uttar Pradesh,2004,Three Wheeler,393
Uttar Pradesh,2004,Truck/Lorry,2543
Uttar Pradesh,2004,Two Wheeler,1539
Uttar Pradesh,2005,Bicycle,643
Uttar Pradesh,2005,Bus,1045
Uttar Pradesh,2005,Car,720
Uttar Pradesh,2005,Jeep,1371
Uttar Pradesh,2005,Other Motor Vehicles,862
Uttar Pradesh,2005,Others,258
Uttar Pradesh,2005,Pedestrian,719
Uttar Pradesh,2005,Three Wheeler,418
Uttar Pradesh,2005,Truck/Lorry,2251
Uttar Pradesh,2005,Two Wheeler,1573
Uttar Pradesh,2006,Bicycle,617
Uttar Pradesh,2006,Bus,1245
Uttar Pradesh,2006,Car,1275
Uttar Pradesh,2006,Jeep,1517
Uttar Pradesh,2006,Other Motor Vehicles,856
Uttar Pradesh,2006,Others,326
Uttar Pradesh,2006,Pedestrian,740
Uttar Pradesh,2006,Three Wheeler,461
Uttar Pradesh,2006,Truck/Lorry,2759
Uttar Pradesh,2006,Two Wheeler,1724
Uttar Pradesh,2007,Bicycle,717
Uttar Pradesh,2007,Bus,1329
Uttar Pradesh,2007,Car,927
Uttar Pradesh,2007,Jeep,1669
